userID	artistID	weight
1435	903	154
1934	2115	28
1727	4025	423
1156	12762	1132
1568	1034	406
1243	715	165
420	6640	207
1263	641	530
236	1243	463
145	3320	726
2066	18521	156
996	11652	130
1504	8790	2324
285	5223	59
1207	13135	63
897	10907	153
614	602	1207
1440	3393	284
1509	306	492
1596	951	171
1379	344	4583
56	1667	340
2014	852	281
1828	298	363
1544	499	254
669	89	3879
2001	954	527
1853	4118	238
935	11197	69
2071	641	72
1947	526	64
467	7213	195
189	2014	524
832	10470	113
1026	707	323
1775	1803	106
757	544	38
665	173	3095
738	2834	150
1441	2611	127
1455	5310	3598
878	466	498
602	8467	226
1553	528	399
780	2014	93
1935	816	825
300	1249	374
466	461	215
513	207	281
1976	17982	400
1275	4384	1276
1385	461	69
461	157	89
1680	71	850
471	212	352
534	72	2863
1844	858	1797
716	1187	2472
1963	291	2403
218	706	207
1652	913	111
1871	683	28
104	383	2137
1815	1934	294
1689	16054	348
1138	226	609
1489	14888	177
1309	512	1165
106	2708	1102
690	292	3199
156	170	185
669	3074	278
1909	289	20251
1804	1195	80
1231	2901	194
1827	16905	660
50	229	808
1382	14226	896
290	5254	18
1395	2535	200
84	2344	635
780	2027	59
1533	344	2606
1904	204	1637
1836	53	3
261	4002	325
317	2070	11492
152	461	446
1140	1745	138
1695	1988	71
454	6871	371
1976	17980	437
1198	686	229
2068	3307	452
1952	9132	147
1643	95	1215
952	538	63
409	331	34
1638	1708	80
976	1859	36
571	466	1034
1247	305	208
1170	12919	154
507	7538	361
1952	14317	136
1823	371	142
1663	306	119
1910	8589	914
1652	329	276
535	2020	175
539	436	99
253	289	5387
1840	16957	233
1669	15966	170
1108	1983	59
813	1735	91
1648	12013	13
1075	1001	979
951	6582	403
1615	1686	37
1948	790	131
1136	461	277
1544	816	516
349	2214	422
455	7079	2786
286	295	241
1542	1820	243
288	190	444
61	270	625
349	1983	379
300	511	296
2000	18130	1993
450	959	1789
1261	154	3405
499	5079	10
1437	14556	16
864	65	583
553	8007	56
2094	300	1528
1039	464	147
1025	3400	164
1002	333	61
1851	288	71
1536	1339	32
341	5879	76
853	2067	604
1240	163	557
1494	10717	3
1687	6483	227
141	3267	59
569	538	80
927	4346	368
1822	16877	36
601	8445	422
1961	681	2401
538	344	2628
890	2595	34
1891	16748	56
1368	498	432
251	1406	53
1263	13547	2529
144	292	640
25	318	431
1181	4067	275
240	4502	396
159	792	3105
503	1243	139
955	969	262
1452	5958	153
1988	288	442
1452	689	27
1782	1065	71
432	4836	122
1833	2051	127
102	2643	286
1248	251	1090
1630	858	277
1974	412	183
1435	4701	157
1116	239	13
86	500	614
960	11409	5
1454	993	3978
519	7709	619
1351	531	66
73	36	294
274	390	746
256	246	1131
153	370	302
1910	5150	2655
206	1052	153
978	2573	721
1905	17503	235
103	2646	35
1492	697	105
1516	6721	32
678	157	171
468	2478	867
391	1670	208
1188	300	1873
1189	1042	151
706	486	9
3	115	163
804	908	1783
1054	217	2144
66	1901	265
1246	2076	568
124	504	109
1707	4251	42
1764	16530	169
498	311	755
387	6374	13597
1329	1117	315
773	197	2932
1026	3195	610
79	378	28
583	1195	567
1286	13669	377
1728	1424	96
1054	12005	2331
732	1601	3836
1575	1242	410
1980	6301	29
57	486	368
578	290	191
335	289	1355
1956	375	569
1124	300	667
460	2747	123
846	429	803
446	172	1855
762	1055	108
264	174	273
1221	13251	23
269	173	15
1255	439	659
1147	7159	268
1349	14051	38
1718	5789	272
1253	1045	2218
44	1420	194
679	300	241
1996	6626	142
934	154	266
2036	1136	170
1666	55	4315
586	2970	277
1244	10652	254
109	2793	125
570	8166	55
37	1207	312
431	2794	1132
888	407	344
295	706	518
1877	207	70
1591	1580	72
1577	7868	297
1196	3739	118
707	9423	15
2047	9146	114
333	324	32
703	1032	50
466	7193	238
69	1947	431
1590	1098	226
1023	375	649
1476	2020	701
568	8152	303
674	386	64
2075	535	139
560	3280	137
1058	161	109
596	187	265
1010	2027	6
942	306	1
1261	1764	331
656	100	22
2070	227	463
1032	572	191
367	6195	395
12	503	1714
875	325	216
1652	157	233
202	837	88
1765	903	54
386	6366	173
1582	15436	98
231	535	242
105	2693	84
1887	198	153
722	220	150
79	89	89
142	7	53
687	3432	2
1881	2183	239
257	4872	170
1644	1244	50
2091	6626	69
1313	858	377
1157	490	284
106	2733	483
1934	2102	248
954	187	279
1267	229	890
39	1268	65
2096	3501	479
1628	7781	219
1273	13600	341
144	525	25
1174	4460	604
441	851	90
1088	3392	632
1365	3177	319
718	1062	1098
1540	2944	280
1818	5780	1
708	3351	9
380	523	686
758	159	214
1622	527	159
1887	17408	104
623	3230	607
1339	229	3159
340	320	305
117	99	192
1530	1406	750
288	5246	247
2009	424	171
843	4504	13
409	298	69
225	954	839
1889	6267	205
1362	14112	283
399	915	1272
1842	198	159
2084	1048	944
191	3988	18
1765	2242	152
1638	15753	91
1463	214	102
1754	16449	273
284	154	4
1711	1837	1310
459	1412	429
1801	603	62
1475	1834	123
1148	3264	73
1736	161	303
708	2593	7
441	532	70
421	360	74
1833	981	215
951	1296	558
1176	230	3353
569	302	98
80	2208	5
1604	2	455
1267	1672	404
285	439	329
400	292	152
328	3187	179
1451	14626	200
4	173	292
1438	14560	1026
1627	2347	408
1340	13967	1341
1386	14252	135
1694	16086	424
663	9096	300
1692	227	821
305	344	130
1522	220	251
2084	1090	1519
356	6023	945
1813	548	317
1834	908	1
194	1424	1881
1606	228	572
1455	466	791
206	173	83
1293	198	112
231	484	79
43	230	133
1180	330	41
589	523	65
1535	15221	475
976	1182	157
998	409	125
553	292	4486
1340	845	773
1426	3581	81
1239	1424	257
539	265	20
596	3781	284
624	378	116
571	3198	534
1073	1426	546
1423	302	579
219	4429	1385
2043	6463	596
906	1674	471
1677	5716	328
1094	7404	227
841	536	34
2100	18730	263
343	1360	395
572	7324	114
608	1242	58
1914	17569	316
749	2025	558
1804	1116	79
286	378	571
451	349	1988
1369	1470	69
602	8458	525
27	985	64
489	424	217
587	8352	324
1224	2869	45
899	1201	584
1825	2436	112
403	504	187
142	1083	498
908	10980	31
427	683	729
574	333	131
292	1369	319
130	1580	224
534	349	155
1007	2449	80
1974	3193	317
2	65	3579
539	190	54
2027	2137	162
647	1098	487
433	1797	198
721	195	1363
1253	4474	403
1525	13720	55
1107	10784	421
432	4262	342
999	9716	80
1298	317	146
1854	17121	90
2100	13679	346
358	6050	79
805	9339	182
1051	941	524
318	527	2121
273	779	676
1660	1513	182
1772	316	644
8	341	794
1736	2498	685
427	6773	339
1604	4137	255
1752	16251	649
284	1186	7
1919	2537	34
617	257	770
2066	1179	98
1243	7423	103
333	349	126
38	227	118
1553	903	353
18	708	682
1999	18118	488
1060	881	536
1871	1613	28
320	5653	488
1794	16705	188
1494	157	29
162	3200	251
1030	383	493
667	5947	110
251	439	549
97	2588	239
452	7067	27
1993	4196	13
1373	14191	181
49	289	137
732	3674	355
1907	15083	173
1660	1369	181
442	6944	23
1776	400	94
209	1740	37
1737	2699	477
573	8188	42
170	707	1184
385	173	806
1762	294	670
333	289	9445
1337	1988	369
1951	440	649
792	3744	281
1477	14758	23
2008	857	491
220	436	881
65	1200	741
24	903	477
1802	3373	414
1444	6600	450
675	289	3277
24	901	518
575	1379	318
190	3985	429
1426	14483	173
662	9081	1449
578	2982	159
633	3041	300
99	72	5915
583	779	641
1636	295	32
1395	12000	168
887	7428	80
1975	17964	422
361	340	186
1928	65	162
609	326	629
2045	3840	165
982	2083	127
685	2532	737
115	2898	1
957	6620	973
1925	1098	100
1125	3244	33
480	993	309
822	271	1573
1207	8372	65
958	8242	66
1455	311	772
527	690	1288
1768	207	120
1014	1037	3
1826	1116	304
1499	15016	545
997	3693	644
534	405	545
382	6339	554
180	3802	43
1040	405	204
726	5767	1
324	3417	1698
1265	418	380
329	525	660
465	199	474
1621	15633	37
1062	10848	62
1540	787	526
157	2787	258
1973	55	2149
130	3128	212
730	704	1061
582	1557	1334
1024	2841	139
1919	1520	43
1180	329	72
1184	299	71
1339	498	82016
1375	3482	127
1435	294	194
2008	3088	691
20	783	96
2052	3308	3535
1912	17553	64
1333	207	412
300	2663	1144
1506	203	253
1827	3551	485
1909	220	655
1161	12804	501
1938	5452	2111
1032	227	253
247	4738	452
1390	234	266
1264	1416	213
1357	14074	324
1062	11506	47
1891	5052	65
670	2544	589
1947	532	68
1433	6232	746
1866	10069	814
265	779	1637
544	3769	260
1204	1123	321
1097	178	3474
1946	302	546
1182	266	448
842	10555	213
1905	3689	99
265	825	217
667	525	72
1848	17067	340
593	344	2220
1036	11908	1147
147	540	352
1407	533	2972
583	234	1605
1762	89	1200
1897	11685	137
1815	16837	667
54	1377	43
1378	444	896
876	10755	114
1969	6901	302
850	6245	2282
212	946	77
563	5660	3435
1342	4620	510
2099	18712	182
338	3474	112
1988	13603	57
1950	6217	305
491	1337	301
273	5072	332
2054	686	28219
2084	439	1293
976	11501	40
216	89	153
362	1090	403
1300	798	473
1712	1778	405
955	3313	330
1133	207	632
661	8436	99
658	6055	145
863	226	100
1957	217	444
1133	56	392
1181	12975	429
2032	5147	502
571	167	2014
535	1470	225
886	377	112
7	300	1747
1836	3206	6
949	2203	1623
369	159	668
1264	203	130
39	1255	106
1744	7194	3
940	735	303
2084	932	316
1873	326	84
1189	289	4605
1367	2470	202
152	1684	142
326	67	106
669	2435	356
74	2050	724
211	4313	306
178	3780	1132
77	590	523
1908	903	568
2052	3921	5641
810	10275	20
36	493	611
844	3367	197
1806	173	254
1226	377	249
602	3040	185
878	325	144
1470	1732	1829
1938	434	298
1745	1195	318
1055	2987	104
2080	6150	1313
849	533	270
1787	965	166
969	292	213
87	340	21
172	526	184
187	3936	676
1899	542	185
1300	2521	1287
533	4253	123
440	3258	465
683	9254	518
402	2797	686
685	2347	1036
1286	3279	419
1975	1747	669
2023	6598	110
405	257	3043
151	198	50
1883	5413	920
934	2362	140
727	9599	656
181	234	565
116	249	268
274	5096	86
991	432	298
1483	3929	53
1650	4194	1072
1247	686	647
2018	299	90
231	352	423
1855	1986	147
1408	14360	2
30	465	184
59	603	447
251	1274	312
413	377	152
256	3173	379
1755	3443	146
14	577	645
101	1670	499
825	6137	64
1860	4156	1235
1103	357	26
874	1410	516
58	1682	1023
543	72	910
1555	299	1192
1270	217	155
914	683	657
927	1239	417
1856	913	529
1490	14892	1068
929	11140	82
571	229	1089
895	1372	212
651	8893	135
1583	2352	1088
1627	599	8189
2030	697	272
454	2472	3260
535	5441	304
1357	8812	274
404	428	162
711	1369	44
1036	3676	260
489	562	2881
340	5845	435
1811	8360	528
2067	18539	139
1014	1449	7
1958	618	41
1292	456	21
1374	14193	151
688	227	1125
1524	511	327
270	2815	1
568	288	267
269	3462	12
1386	14247	199
2032	154	2146
1146	1378	879
828	1372	171
1909	2346	248
1743	4995	729
1729	715	95
1619	6	1570
565	8147	26
1350	383	692
792	517	195
414	544	2207
1498	1013	404
1006	53	285
982	11562	126
305	461	603
1049	190	58
1578	4812	186
652	8347	5956
1264	1764	83
2052	12599	941
919	1390	369
1131	523	30
1225	961	38
1715	526	498
839	978	530
164	226	2254
1245	4255	3395
329	55	4954
1171	2395	78
1419	2607	224
398	599	151
1984	5963	943
852	3201	576
471	2624	373
1369	688	35
139	3245	134
716	805	1002
1649	310	917
1853	769	199
881	10804	106
1597	298	577
865	1366	793
275	1713	95
8	323	578
1465	355	4337
1997	718	334
1576	3760	542
1734	467	1479
1712	16210	263
1757	525	62
521	1198	639
1690	526	415
462	1881	602
1157	537	301
676	1274	83
17	526	104
2024	182	3
991	1778	226
700	1455	434
2007	9716	8620
1968	1372	567
1438	1116	907
2021	528	638
613	5790	13
1196	159	156
1098	544	18
756	562	43
1236	2474	3749
1618	15605	95
449	227	129
534	299	328
1904	14052	326
57	1680	31
116	2922	237
1040	4104	269
1705	225	890
144	1825	101
1433	4999	419
1955	1633	32
1695	1163	44
420	67	1753
282	1369	1490
251	1512	233
585	1512	1730
1347	12212	13
2072	3497	3036
1164	7885	355
855	208	1392
1737	537	287
633	846	58
1552	484	1
1845	1369	151
1964	16668	104
760	932	44570
1669	14248	48
24	55	5956
1261	13540	225
1657	13087	168
720	7100	61
1032	1639	38
1122	680	12
1962	1888	312
1298	289	1555
1279	1375	66
391	6439	296
1230	13330	7
1965	1844	182
1379	530	518
2087	1032	66
1757	65	58
888	10840	255
343	3470	386
2066	9263	994
948	1413	129
116	1622	145
2067	10650	348
663	9111	158
1813	323	169
371	6237	193
1265	12612	249
915	3746	403
156	538	6
849	206	269
311	3026	167
151	3387	71
1802	4837	691
1551	1886	900
31	1070	182
1841	24	122
1055	12027	114
54	1602	39
1069	3198	668
153	3406	463
92	2518	5
895	489	238
1106	191	1751
891	6390	352
1565	511	171
1818	306	1
1875	1873	366
96	2553	34
611	190	26
693	532	139
484	7369	119
1375	14198	157
99	2601	77
990	206	244
770	320	156
1691	735	173
828	1343	221
1267	439	1840
58	681	4269
1502	15058	66
1154	11544	555
1256	1249	74
622	434	219
1318	1481	372
1274	1369	147
446	67	1904
342	5891	105
237	227	100
353	1452	11
1148	154	143
1274	614	187
1742	352	4416
44	1411	793
1376	1674	17
1721	16304	48
461	734	253
1137	316	193
1418	333	25575
1283	1470	2149
616	8600	102
1667	15959	10
2008	1502	467
39	1253	109
1089	718	142
1777	16623	235
1246	292	351
431	952	1429
539	5532	22
1149	436	16
927	11119	498
1710	16194	105
640	959	175
1665	4491	1
1037	6363	4
1064	378	18
1997	298	155
1814	1669	267
754	366	232
1472	3425	143
1596	7039	25
515	2639	139
1151	2652	635
490	172	288
1587	15457	644
297	439	1402
146	498	639
1608	538	58
1403	2521	368
1874	17294	472
781	288	769
1557	15317	178
453	1814	404
829	195	365
1774	2744	41
22	818	1190
1335	1491	314
1216	540	1091
848	1732	425
635	212	44
267	690	509
2055	6068	296
1041	209	279
322	295	866
1874	17298	184
1704	16142	60
2072	3575	2264
42	289	197
1798	190	159
1817	16853	194
459	4270	360
63	856	70
1471	2094	3040
1164	3201	294
692	9300	414
1868	1104	222
87	300	57
557	614	647
1050	6151	2249
640	163	322
1691	6047	198
1638	11604	68
714	4025	191
247	1182	97
834	10484	232
1873	329	1001
1044	3299	504
1424	163	288
1395	416	117
1371	14181	153
1541	9869	57
153	1410	99
1829	302	358
17	548	1446
49	1494	114
1039	687	189
762	515	37
631	198	1241
896	227	445
305	65	42
1134	3859	3
1708	533	328
513	7652	243
120	498	409
1364	2732	36
1822	1206	21
1373	926	239
1442	4948	327
64	154	141
2033	538	262
9	8	587
651	157	530
256	2988	499
1161	12808	430
331	386	47
1998	190	380
972	5799	181
1700	2711	243
216	1379	50
645	8851	51
72	889	10
1862	13827	731
743	9743	1467
862	5147	256
1494	8372	15
1265	8215	76
652	6345	43
1310	3765	1
1979	320	73
1807	9666	13
1920	982	217
1665	978	1
2066	1914	267
196	969	357
1537	4709	27
2080	1156	277
1779	1143	84
91	2491	514
939	810	873
907	1806	931
1898	909	7420
1472	4045	232
1928	7626	182
976	843	220
274	396	373
1215	65	305
486	302	57
135	1066	1128
982	11563	88
89	321	238
510	4	1
925	1098	1783
1565	614	2786
1123	6294	258
1243	517	114
490	209	608
60	1743	47
256	4818	503
166	2893	74
799	10120	68
934	11185	95
718	887	178
411	2241	32
1962	8675	493
1356	4814	340
987	292	7462
821	190	51
14	569	656
1477	14779	11
39	1282	55
934	190	434
678	1771	50
1567	657	1596
149	488	363
84	959	214
789	475	449
722	466	1182
543	423	662
852	1519	212
1804	714	171
284	818	5
217	4400	252
1085	11968	606
362	4823	1093
1027	55	6920
1524	3737	402
2018	289	1690
753	6292	426
1734	1672	406
714	98	72
1228	2716	221
1852	166	251
1198	298	192
117	67	540
2018	293	448
1082	12182	1674
1588	6367	23
148	3343	259
1378	5434	201
898	295	1138
1771	300	285
1963	4923	1146
1707	982	122
472	288	1087
2048	8658	24
1087	12219	466
1119	12421	17
7	299	1780
920	1186	92
966	89	767
220	4445	116
1160	412	2111
1470	2268	567
925	5235	1510
2081	301	186
476	7327	104
1799	531	174
650	521	182
860	1369	509
831	66	3409
1939	6558	272
1371	45	493
1124	318	755
676	2343	227
984	333	666
1664	834	342
248	289	525
1279	1418	103
711	2790	372
1210	533	1944
1094	12294	264
1011	2432	305
1104	1081	193
1398	3616	368
1865	3746	591
503	646	346
499	854	30
100	221	96
825	1764	62
1170	689	369
1805	2542	365
1644	15815	10
1965	6374	350
674	9198	1263
369	5546	204
475	231	147
152	2839	139
241	1803	1356
1249	197	216
1293	3928	91
584	352	2710
392	6456	48
1365	1034	1361
1121	12460	7
2086	432	129
1667	8015	12
1840	16958	179
1620	1889	305
2062	632	1359
949	11294	689
1245	3373	1198
665	2531	170
1508	511	191
1665	5731	1
1992	1239	1005
899	10919	314
1336	3625	186
762	1073	33
1099	1001	77
145	257	558
472	55	196
728	1164	571
266	155	65
1862	3946	364
931	1555	74
100	199	154
1092	1922	1068
1378	3310	220
83	2325	574
1780	2521	284
1337	67	565
1398	3078	821
305	311	118
460	3863	381
1570	430	653
1430	4756	383
729	1239	17
1033	7340	197
1654	14385	93
1026	949	356
1002	911	189
655	331	27
572	1379	266
1654	203	204
593	306	151
805	10204	41
380	6311	567
1595	163	1786
1067	306	710
2097	1394	152
270	5031	1
52	1274	103
568	89	152
1339	1384	460
1028	966	45
1181	1075	276
1037	2864	6
927	1097	643
1476	1679	472
1624	12993	68
604	701	1890
976	2797	41
135	292	856
129	302	225
104	89	5748
482	498	161
266	1383	60
129	906	280
555	298	102
692	2936	618
319	808	354
1180	484	42
969	3763	184
